ave_flot_air_flow,ave_flot_level,iron_feed,starch_flow,amina_flow,ore_pulp_flow,ore_pulp_pH,ore_pulp_density
0.16596303165145312,0.31448515981398845,0.029812975991247416,0.8521245027330363,0.31233895521727556,0.22127604803627482,0.00554695784380264,0.0009452852784788273
0.09521289997106386,0.18006196547386702,0.020313023863019166,0.9627679035130514,0.12278825138611876,0.12684699990243536,0.0031841610287308276,0.0005313673362258555
0.14859597568381572,0.20708357211112502,0.02563038309597481,0.9023051371933677,0.28441155059970713,0.19826635126621994,0.0048887390789337576,0.000881532955067866
0.0849777982397386,0.11993035172027679,0.019208333288095566,0.9688668794352573,0.15786846546235947,0.1199668510089597,0.002954947768533729,0.0005147460500816683
0.10430074701375885,0.17309423497792742,0.022264374697256666,0.9538594537931099,0.17189953693311463,0.1387606627993838,0.0034429056340519125,0.0005950471237214225
0.1061895955894018,0.17330208686361886,0.020938164025652815,0.9466548384365052,0.20211037501478826,0.1457142208486533,0.0038402867865466456,0.0006172361880239241
0.125864665373055,0.18449364671648183,0.02337558711545056,0.9381720191853149,0.1937618801472178,0.17844876130876805,0.004347543169722472,0.0007049355352952836
0.09570098260672984,0.1916904275060115,0.017826446542441653,0.9551699491389585,0.15240894262614424,0.13486576328043454,0.003330468957184277,0.0005797198543827546
0.062145789684304294,0.08338313046398538,0.011035635486952244,0.9885059979133655,0.07109496776587139,0.08282616822918834,0.002118938708260639,0.00032051650735535913
0.0856780158137533,0.11440351183787859,0.01828921055609126,0.9774699795263582,0.10365904786656824,0.11417322388970173,0.002850422070726655,0.00045806484447983637
0.0946137443657964,0.13177281489630735,0.020198738308202756,0.9657855086945026,0.1570210596065389,0.12597017260877827,0.0031844609400654197,0.0005370840905916231
0.07776657884800706,0.1148346632144777,0.017575981246504658,0.9745864142178015,0.13632328250554468,0.10975477601375935,0.002716570144227405,0.0004873189295755753
0.09171824610019738,0.12741855221592058,0.01957035470212338,0.9663847910026379,0.1616936041009544,0.12212909618143056,0.0030196744190568404,0.0005066007074168355
0.11307440515343893,0.16392458492284115,0.019644508286338017,0.9438860406436478,0.2153253699739291,0.15052454728959658,0.0036132882472246814,0.0006593832051382258
0.08250947012390844,0.11024072524961756,0.013643435582900588,0.9708643474786905,0.16172709221330628,0.11005698129789991,0.0026489616723161516,0.00048663175313758546
0.11539779780446939,0.15403760973400246,0.02143107406884303,0.9408660773297721,0.23123451836708125,0.1542177178128373,0.0038137802527647593,0.0006668972819424879
0.08978603383572793,0.12488427916924519,0.01917456209430173,0.9678887120769013,0.15750684614949773,0.11978576065721715,0.0029809952216117487,0.0004906876150074226
0.0949553663617347,0.11174915945868005,0.016043943588597315,0.9623284633031983,0.18988417389640463,0.12686783729442724,0.003221430135730442,0.0005469020145372848
0.08690912390443416,0.15543296471696696,0.019114504087095887,0.9628922395225349,0.16228530737282648,0.12006521446634459,0.0028510287545660136,0.0005132088640730137
0.08362170679327581,0.1582521027621617,0.017852720315110978,0.9718442608932552,0.10356188421751598,0.1114942827787119,0.0027284655682614624,0.0004599903780551358
0.12526342845222768,0.1660807332442624,0.026742172200875075,0.9390496253305782,0.21468962794552582,0.16759303586779922,0.00416796657125196,0.000697829354496319
0.08387667176733894,0.12341356633548986,0.01676346320652465,0.9694633974928744,0.15381792660228585,0.11800258936432917,0.002945831421251584,0.0005091530331755461
0.08967101265464257,0.1280601091786111,0.01765669894414506,0.96412716635292,0.1752153884963445,0.12245967370713796,0.003112764820177837,0.0005221629331543025
0.06680890644198376,0.09789995357336811,0.012455138968550663,0.9811360964568263,0.11908752667818251,0.0947683801456013,0.0024404357072390077,0.00039779505334635657
0.07830381721361007,0.10437202763461713,0.016728729859071312,0.9743187386877382,0.14991099413257472,0.10448681152604199,0.002672184319855869,0.0004433764975882388
0.16252162485799163,0.23873421933620462,0.030179638890834637,0.8860692456563096,0.2791693848711285,0.22933461318846257,0.005688229834196152,0.0009534441020280447
0.1358171889529257,0.22611261857452145,0.025220919373801585,0.9086361747004985,0.2595213427803401,0.19182241394167118,0.004808642758324526,0.0008326246367651557
0.09768267293623592,0.1356646070874359,0.0208474798592662,0.9691828855470402,0.12368217372768776,0.1303666712212897,0.0031791855273363167,0.0005200520466111334
0.11567155521007132,0.15628665941779785,0.0231341323653237,0.9540083785583725,0.16661049504477027,0.1541206344551286,0.003843208332115622,0.0006322098058012299
0.1096701057217276,0.19808603504427466,0.024084161894385548,0.9394616254752524,0.20728870404214317,0.15027808000619564,0.003700614142003157,0.0006287589501953967
0.1420326668457896,0.19718551756558822,0.02566659252113215,0.9275452610479706,0.2097508904850556,0.18954562320818244,0.004695323259323312,0.0007632494405112934
0.09802786389354873,0.15263315489399004,0.016572998348580545,0.9582067623507823,0.1780368694154118,0.13019300943331513,0.003339370545463899,0.0005443035561167067
0.12511457641273088,0.1759301900018228,0.02670991127646285,0.9419089926452897,0.19436036322560984,0.1664200704330591,0.004107336548473838,0.0006930936925910912
0.10829920185078376,0.14463305289022632,0.017900979152108847,0.9498394531598388,0.20975684740659323,0.14431418409357685,0.003497500924945165,0.0006162623489365847
0.10553175287690526,0.13827596760254357,0.018874099462007188,0.9557368113629511,0.19023411979140512,0.1405415647049245,0.003524133006102087,0.0005919777204123369
0.09670035916134347,0.1346206192765667,0.020649188979250676,0.9653242798755696,0.15354939665198866,0.12907883386655924,0.003151547020667452,0.0005294031631675365
0.09962898318234883,0.14906872634786064,0.021252113673268395,0.965382616557873,0.1331916010703201,0.13298567200903652,0.0034443053948348882,0.0005263576235643978
0.08577916357297954,0.17230696862555048,0.015883567980223095,0.9643398684788479,0.13371166394899942,0.121902993177103,0.0030256424404637196,0.0005202465618585156
0.0975730365501082,0.13002693422091502,0.02097621525597004,0.9634430064908192,0.16726107538782337,0.13009132099413573,0.003125954832972416,0.0005289815304270937
0.13604986369371486,0.19039522992307356,0.029061526193121138,0.9231434961579846,0.2436198914753111,0.18119180266716714,0.004463402172659396,0.0007492481739534214
0.10070805234894102,0.19543960950696637,0.022111018462913086,0.9521254256879202,0.15972442501727405,0.13822169073651658,0.003475569935278503,0.000562605938194612
0.08937837185074593,0.16862680433251862,0.014808467800810188,0.9586260637664151,0.17348529719659742,0.11952589069330549,0.003071971620649844,0.000512597264837424
0.09683861099814531,0.1542476515494579,0.0206827791189667,0.964992334163748,0.13618551182136965,0.12897545453569947,0.003241183001137937,0.0005443294576592312
0.059163328112237096,0.08898550838923731,0.009680896923747483,0.9819480714328542,0.13397163174770216,0.07945926467471166,0.0018063238979700012,0.000330886129090587
0.1161253068661875,0.1730593702717542,0.01942068488572934,0.9452673263812338,0.19590668910481587,0.15577075545421942,0.0036761991640730566,0.0006423472095872907
0.0644677262736223,0.08081430805407343,0.009802247570907998,0.981926512764099,0.1329168851516664,0.08582461758800418,0.0020722049650105947,0.00037680283916480587
0.1087702668792709,0.2054436033771924,0.01887300625664534,0.95010595364995,0.1476615027555,0.14521240218475215,0.0036815198874967513,0.0005715025827444995
0.1414029147549412,0.1889180888512837,0.025722594536438416,0.9247662353574103,0.22987608365608267,0.18866918692948068,0.0046038492491150195,0.0008112429867700806
0.08379597530314173,0.11171952041386958,0.014162656423120796,0.9631750429777285,0.1999387251203608,0.11228173928197596,0.0027071091985812878,0.0004772946971060082
0.08124120588797974,0.1196015372589995,0.01622253998524162,0.9725683829544164,0.14081840725999853,0.11447675770084348,0.0028156053462183787,0.0004784502102557108
0.16438621595244804,0.22978288351807824,0.029712275246259974,0.8811290153199622,0.30786187304891904,0.21931008310613181,0.005389304033058998,0.0009733862278559884
0.09697163020455367,0.15036765130909716,0.021343296369224357,0.962565960412004,0.15255678208567822,0.13308717691588304,0.0033531203038964117,0.0005441469650080992
0.06104494620696627,0.08151275920232445,0.009325587151341325,0.9836813079590204,0.12321124011200328,0.08202600696441238,0.0019752627376958642,0.00035391351967645874
0.09751740757866913,0.1406736699209653,0.016822821850033767,0.9634411309597688,0.15876904627707536,0.13031037247945718,0.00328015571867322,0.0005394414341927729
0.06004836810093773,0.09812816842881188,0.010798799436121501,0.9832008078469107,0.11457692231113371,0.08265682511665426,0.0021138558614490106,0.0003509670671217966
0.23469738484958058,0.31274881828100876,0.03551557334659577,0.7353395848837674,0.4554776934260304,0.31240677337963324,0.007739933152137487,0.001351049244741128
0.0974913422959368,0.18970091758512775,0.021409737340994463,0.9568229255674939,0.14391785789804096,0.13347941557009105,0.0033303939639395593,0.000562648469466257
0.15809910570110802,0.21085509270385797,0.026312291576002473,0.8923548996350182,0.2988502467161004,0.21027972224106317,0.005032950454202841,0.000914837923322586
0.16128113712299702,0.25094951353079975,0.03122062552171855,0.898895891355431,0.23616170345331852,0.21500435591414857,0.004910662219618037,0.0009206898823965718
0.0836492933516201,0.15766086836851673,0.017865706447637433,0.9710467885934387,0.11167733214450039,0.11142175367590354,0.0028176601131114855,0.0004735893964466942
0.07547578713443011,0.10651243966435636,0.012275539810621664,0.9767170930370737,0.13669814679041375,0.10068922615953474,0.0025793019044174762,0.00042502458522273505
0.08828940180691096,0.13419907288721608,0.015385381115586376,0.9688430506530232,0.1468640497621516,0.1171502289127085,0.0029274383667264956,0.0004779872701098445
0.16701660291070328,0.28116222844761657,0.032923979489981874,0.8709550794146477,0.2855567861902278,0.2276570522047349,0.005934512605368775,0.000941735208373509
0.08325425730697605,0.13887412112326655,0.014500738515512984,0.9707420833004763,0.13735061937655554,0.11116888596431401,0.002881971410917473,0.0004730809410294831
0.08781744940253129,0.12928046815766212,0.016502838025342404,0.9687175762574164,0.14672059294896447,0.12390761073713015,0.0028779440181655753,0.000508885825832227
0.0835741845127353,0.12299643409484819,0.018882575485726052,0.9692394425925008,0.1553269839828867,0.11819583464380658,0.002932775979256282,0.0005056616225208548
0.10037536908472307,0.16699670195118158,0.018473356354531498,0.9621599100290933,0.13437198715206586,0.13370388434654856,0.0033235588146238084,0.0005690277628340142
0.07439014690784336,0.08823207443539308,0.01382224417503752,0.9787665965529722,0.1320231744334335,0.10521058965292437,0.0025533460426549882,0.00044247409338613573
0.11230601946636797,0.12410175662318845,0.025378806914755612,0.9599526614090952,0.1575835176907608,0.15806811386923134,0.0037949855211477507,0.0006484001550504502
0.09986466370847592,0.13287280164133844,0.019845411848462623,0.9599156771059448,0.18116523935431753,0.13307254222144194,0.003232613599341418,0.0005698832403097181
0.09015619968807077,0.15045734073765252,0.015616118197173047,0.9666921018934517,0.14149784541812407,0.12027337739490357,0.0030610957019103703,0.0005190283097791994
0.0766032841735174,0.1024328931877354,0.016356120877929377,0.9760727649660964,0.14225267747432285,0.10203614460062499,0.002545553639051642,0.0004417594196343658
0.06492782820443664,0.08642171698004451,0.011102296535138242,0.982142107343337,0.12686582436933036,0.08654304511325672,0.002123769186829569,0.00037082039758033183
0.08243598928118558,0.13741837928208112,0.01558422982654549,0.9683787090314885,0.15542410463513393,0.11025590805347905,0.002658042589763384,0.0004707751057716656
0.18107266272709727,0.3731034683607708,0.03267236140289701,0.8342936326553257,0.26907830891770057,0.2417731865056477,0.00589842229651039,0.0009708720455851403
0.13885915483044722,0.2117938224297051,0.030505396054110952,0.9197388715029792,0.22909225689527163,0.19106574980634175,0.004620278697253882,0.0007817062924586828
0.08329268944803646,0.11089591546607032,0.013803853152668794,0.9716186623905845,0.15546850204482002,0.11114750142363862,0.002569220553702322,0.00047880569592384216
0.05460393571570173,0.09096044545867166,0.008986637134233692,0.9864322823373449,0.10164495600058479,0.07266150674028331,0.0019271548392059534,0.0003077566678137635
0.12398916563026029,0.17550905042909593,0.021467407179343794,0.9374270700677525,0.21762865768835585,0.1649668911492678,0.004010802213024064,0.0007102111602260584
0.09375453863604769,0.17725915627385047,0.02002059652794548,0.9646145892978341,0.11511711158836424,0.12508205283254245,0.00306913392760658,0.0005088480561406476
0.07210763343655087,0.09604172949135,0.011936891168533796,0.9784636272569982,0.13695851778684479,0.09633323278141047,0.002239577708407631,0.0004160769160236732
0.08362519169088321,0.09611132860910689,0.018905257487391098,0.977432387522794,0.11865754604746752,0.11811142369012312,0.0027937943107125356,0.00048162404029271615
0.09687055860616434,0.12609775731146575,0.019094377042182697,0.9572003210025066,0.2005218173673552,0.13378208782618056,0.003380178569742794,0.0005734490520612135
0.125809855902025,0.19554198013482954,0.02507092048843775,0.9298570841031679,0.22939807380880176,0.1674243307146159,0.004189091902250159,0.0007314222359243747
0.09417583276879885,0.124642925633084,0.020105162788929022,0.9674755636485859,0.15325111753704862,0.12524323581651922,0.0031325353771387192,0.0005327869883488306
0.0905284241999642,0.13928086076212623,0.01475558705275859,0.9619045008871073,0.17981909359863577,0.12075875322675465,0.0030970092560020108,0.0005250630810339525
0.1034183088452242,0.17221901970507622,0.01903898549467519,0.9571547289343926,0.1550146121900763,0.13818823199753708,0.003426553340352042,0.000588076899707982
0.0909945530725579,0.17197824979675944,0.019425382303509233,0.9665549003153558,0.11355932299474603,0.12096501782845394,0.003040580221305871,0.0005015988024184075
0.09046092279944841,0.13962554411530453,0.019860623502911613,0.9679509318514093,0.14011735535403363,0.1239163447624936,0.0031128970449673145,0.0005041231227746666
0.09062492339622087,0.1259361407047748,0.019348398507553117,0.9669622446129849,0.16085552331340933,0.12104994457682927,0.0030034495299161414,0.0005094315108649524
0.06752040112975964,0.09006062729273787,0.011419441211801782,0.9809286611936981,0.1297066005805417,0.09027696810180104,0.002181106126482706,0.00038265691605745736
0.08623456169262307,0.1267936703394712,0.017011872856076218,0.9685247941927149,0.15271076227717756,0.12176787488700055,0.0030050035712917526,0.0005122803708680096
0.109222636824595,0.14552826010090802,0.018053144668186485,0.949516888764996,0.20894714372538745,0.14598754005260164,0.0034706374007631635,0.0006220845133269409
0.08938175667984488,0.14572578745013326,0.01445879821003803,0.9686148015787723,0.1343796527065464,0.11951481251778379,0.003044484588613141,0.0005053737204519715
0.08704742419127537,0.16974576680030193,0.019115475181315813,0.9668982478000107,0.11851674554622017,0.11956752282220173,0.0029377726186580843,0.0005055771348785783
0.07709958172191823,0.11349167655969333,0.017425058190959193,0.9749845973958834,0.13571326370674505,0.10886297016226817,0.0026927943410092847,0.00045681282125091636
0.07647895466856301,0.1277602655065228,0.014648563264286008,0.9734044057383701,0.14029340673201834,0.10202154958813257,0.0025964601046833055,0.00043402305822592285
0.09555723636674884,0.18040840333156444,0.020395453506662022,0.9577048017020879,0.1564690266876826,0.127334993593775,0.0031824580672706743,0.0005252740803647979
0.0769829255864733,0.10256687957397445,0.013011470588810838,0.9757482010403119,0.14421443785538207,0.10244991843925608,0.0024160918610713436,0.0004322132364151301
0.13945348617562017,0.2011961330316028,0.022024928706020894,0.9334801864597876,0.18339319700643789,0.18587600457057502,0.004348801990325251,0.0007870114210416163
0.19657249562823118,0.2513290953365832,0.03195699505524966,0.8210660693025696,0.3930976463466412,0.2616407819911802,0.0062627854841628096,0.0011485907036190835
0.08191630978739908,0.10927188542775491,0.017487266304707517,0.9729700443629351,0.14988774838363123,0.10908244737631032,0.0027086757714137625,0.00045515920281605877
0.07483613273381062,0.10423395973629068,0.01597586776970972,0.981420799961259,0.1006800062890316,0.09974982721097782,0.002482426183165075,0.0004071766371720689
0.0746514392119303,0.09560258280804629,0.014303131765092049,0.9767959166361986,0.14500341373290454,0.09959940058054331,0.0025010207723688647,0.00042515111880358727
0.06328126651693385,0.10792341056679777,0.013222100514985766,0.9817037388556112,0.1116784234179999,0.08918312256933936,0.0022630944015336533,0.0003777961227790115
0.07853068612905224,0.11530998602753122,0.017768615604756077,0.9737253944683131,0.1403062006587265,0.11129562027557223,0.002628021245729979,0.00046839510057676987
0.07707624654266161,0.11131606268883834,0.013305491553657752,0.9771482813581406,0.12665936754594911,0.10306625599301343,0.0025976042055882256,0.0004364407529580465
0.08275395377255229,0.13864289260485635,0.01545354657568506,0.9674731152467849,0.15966149311637784,0.1104003931151139,0.0025750647381720185,0.000469569541570585
0.0940546422628134,0.15469032979080638,0.020081814246544274,0.9615682939424033,0.16261917033758497,0.12550763644877672,0.0032133971154344448,0.0005250428789445197
0.09085292723703885,0.17171471769670793,0.019420156075043632,0.964999636173956,0.12628734867818509,0.12124693574870558,0.00296982825239453,0.0004767771910263598
0.054049254326031346,0.07512512475227813,0.010034635217365598,0.9874218597577376,0.10544816333618066,0.07217571038843787,0.0018777168303193204,0.0003107488304550053
0.08680262855029396,0.1447580841862649,0.01852066437528476,0.969467645030189,0.13419401479057474,0.11525235215946474,0.0029145314248044374,0.00048805007035042635
0.08447612587687822,0.12052554453037637,0.01854303320471429,0.974299559312088,0.12371795624928518,0.1158411973920388,0.0028897758079932346,0.000485180778985618
0.08793644493525452,0.14702287065154437,0.016422928627135885,0.9623130955241888,0.17483170587508187,0.11730932692955574,0.0027187750954777686,0.0005054241917842203
0.10086938680742012,0.16818523891228226,0.017078451485420608,0.9612952964704716,0.13816723689958643,0.13437502688790254,0.00340670449897153,0.000576937247857801
0.14572341007823117,0.24794921106496207,0.03294157898802277,0.9132609608318876,0.20020765103146015,0.20505372217487364,0.004929943466334468,0.0008422765232994688
0.09439271782349443,0.16333580923763885,0.020150971005408972,0.9617028760145575,0.15236604389747263,0.1261235382468588,0.003183623155012889,0.0005011847772759754
0.07700276464830022,0.1130943813036214,0.017403357313668693,0.9745297688543553,0.1391553796257394,0.10907574656845725,0.002671665524495774,0.0004603911752603166
0.07241539668908445,0.10660595038215608,0.014479596301716488,0.9768454506688894,0.1362633500564486,0.10188270663653046,0.0025509469325146763,0.00044119550029146014
0.12302226481171263,0.17582924107297454,0.026260447999000628,0.9433470803427402,0.19036372238303478,0.16462314979098996,0.004088051096602615,0.0006594055032113385
